monthly_revenue,revenue_growth_rate,revenue_consistency,refund_rate,chargeback_rate,settlement_velocity_days,customer_repeat_rate,payment_diversity_score,peak_season_ratio,failed_payment_rate,avg_transaction_value,transaction_volume_monthly,dispute_resolution_rate,late_settlement_frequency,revenue_concentration_risk
2.35493,-1.5332651,5.0725365,0.41219807,4.6195636,-2.6771767,-0.6279731,-6.0871797,-0.23929527,1.1022502,-0.15115704,-0.3655391,-13.974173,10.507106,0.7268776
2.884213,4.5873237,-3.10465,0.68020535,4.2701755,-1.7546324,1.1053809,-5.691091,-0.4378326,1.4618237,-0.14909449,1.0369948,-24.730879,11.424881,0.26658896
0.3014245,-2.1868258,-38.901897,-4.7502694,-21.193588,-3.926928,-15.946968,-11.253479,-0.48825487,-7.147109,-0.2671152,0.59746915,-39.440376,-52.161495,-4.268191
0.43652737,-3.180601,-29.818392,0.96425194,7.1230903,1.1900597,-11.246566,-4.559773,0.38631442,-7.5252185,1.5975205,0.7552729,-11.041367,-31.035536,1.3351206
3.2568192,2.656936,4.5184703,3.7207644,3.1210356,2.9421299,8.000022,3.5963387,-0.6782135,2.512857,-0.09526018,0.12842077,17.392952,15.979792,1.2517328
2.5275347,-1.5725963,-0.6699759,-0.024930034,4.0296445,-3.9019094,3.7291095,-5.3990808,0.95299304,0.42928723,-0.20716912,0.73677975,-18.42641,12.146153,-0.4614054
0.3090651,-5.1971407,-41.43381,-2.947533,-33.448128,-5.407572,-16.077848,-12.888175,-0.3101403,-8.713201,0.38559484,-0.09048413,-40.754322,-53.28208,-3.4676435
1.3607057,-2.23617,5.372586,0.41828394,6.2082047,-2.9790921,2.8468802,-2.9102066,0.9670509,1.0657605,0.06267011,0.9002,-12.623944,11.780179,0.85788953
0.8560227,0.43768036,3.6810791,0.5094733,3.3894897,1.280374,1.1615773,-6.294923,-1.9284205,1.7301606,-0.48464948,0.6204234,-12.192793,10.545812,0.96679777
3.194578,0.94605297,29.878836,3.0000818,4.7469287,2.0193322,16.01713,4.049191,-0.30139259,3.3218603,0.5963242,-0.3749588,30.238628,20.290527,1.4697856
3.2654696,-3.266967,33.87799,3.6779041,5.7979317,2.6702602,8.119742,7.769435,0.93668896,3.1570642,0.79862756,-0.64453334,30.48811,19.745415,0.880244
2.3762252,-0.95806485,2.1405392,0.35119933,3.3099647,-3.1214898,-10.012588,-5.624519,-0.08220342,-3.4461415,-0.4018919,1.1302946,-15.141468,12.820335,1.5279621
2.6084654,0.773914,4.344961,-0.5607425,4.244886,-1.2410364,-4.086426,-5.189264,0.67973155,1.362881,-0.09661359,1.0642207,-23.832485,11.306637,0.83398217
3.489093,6.448407,29.004807,3.2651463,5.330706,3.4419444,17.434315,4.3321614,0.9393248,3.749324,0.7072393,-0.37902123,29.124578,19.638103,1.6698042
3.773931,-0.6884243,24.206205,-0.24455942,4.772298,3.3030632,8.352138,-1.0816672,-0.40596497,4.068469,0.63499564,-0.11730061,22.689316,15.821761,2.1802537
1.9916885,0.6254098,0.4624029,0.34254277,3.3254626,3.291463,-1.9607975,-6.0338216,1.4958739,0.9445385,-0.51144975,0.20941193,-16.254923,10.219893,0.28269523
1.5414221,4.4830995,-4.093868,0.99144965,6.843002,-3.3453395,0.9249705,0.98171496,-0.95096177,-2.2471216,-0.08757736,0.94639856,-13.004297,10.036232,1.2391253
1.2831103,-2.1086133,-3.3628438,0.74631983,5.796529,-2.3965163,2.2239416,-3.8946364,-0.34267083,1.5487443,0.09691993,0.90914935,-14.793347,10.981962,-1.0239707
2.630062,3.7814465,6.0146008,0.58834827,6.4386144,2.6772442,2.7699277,-0.5123562,0.41710696,2.0398135,-0.13829315,0.84522414,25.550207,15.781218,1.1132915
2.505798,-0.87298805,4.3648624,0.45517743,3.3435564,1.4921986,-0.45537108,-3.7923768,-0.25868434,1.302665,-0.4528381,-0.27680197,-18.657824,11.543998,-1.0236199
2.5388827,2.3289526,6.0603814,2.3106058,5.6488624,2.6405995,1.6211706,3.577071,-0.38059625,0.89398,0.6123161,0.4894808,15.565128,14.074913,1.0018029
2.7681792,-0.7829919,3.975605,3.144712,4.876557,0.104362465,6.4047575,2.8170028,0.36178923,0.67276645,-0.10952685,-0.13410926,16.520786,15.873421,1.8937477
2.0368807,-3.8260245,-24.246944,2.2701952,9.279176,-2.4438162,-9.964321,-8.421168,-0.09473983,-5.710987,-0.35021204,1.6159602,-20.727835,-25.507032,-2.2885969
6.1337957,3.5597994,5.367736,1.6931452,10.707698,0.5992063,-9.649739,-3.1390615,0.1973413,1.6203983,-0.14154795,-0.23938555,-4.279848,-26.143253,0.8114751
1.9574953,-1.8399012,-2.4679956,0.73425066,4.8723283,-3.485719,-9.761612,0.29415962,1.625663,-4.055335,0.028795743,0.20629066,-11.562631,11.993602,1.0079857
-0.18500575,0.106648386,-27.215666,0.7954828,0.035866067,-6.1259737,-12.750702,-8.700156,0.4949222,-5.172303,1.2826209,0.2845194,-16.04889,-28.11359,2.7661977
0.28808284,-1.6194509,-31.090263,-2.3335438,6.1354203,-1.2289032,-10.438654,-3.2082312,0.5115929,-3.1338062,0.65449953,0.65398663,-11.369854,-30.979559,-2.1868029
0.5525657,-0.9001944,-38.29171,-7.193489,2.034165,-3.374309,-14.585507,-11.126009,-0.73052454,-7.309494,0.3702944,-0.017946173,-39.58521,-49.413544,-4.4563055
0.7620305,-2.841178,-39.67232,-4.627158,-22.756176,-4.4232893,-15.202381,-11.288621,-0.52310514,-7.217085,0.48569193,0.5319128,-40.576515,-43.22009,-4.172037
3.6199622,8.406632,33.26415,3.0648773,5.2412148,1.9282849,11.921448,6.4071383,-0.407663,3.3085322,0.06003554,-0.80165195,31.56694,19.405497,0.79671055
2.3466291,3.5800579,6.4783936,0.7788506,3.0005238,3.2026718,6.309475,5.840864,0.06262946,2.1091332,0.96021754,0.058708422,-11.416021,13.580147,1.0953422
1.2125866,1.2129314,-28.28872,3.3804135,9.081054,-1.6953932,-10.752977,-10.153227,-0.2610991,-4.3953567,1.3206341,0.4529425,-4.7881846,-27.409517,-1.9895979
3.2261736,-0.041689932,29.786592,3.4903066,2.9025395,2.5248182,16.143057,7.9196,-0.5210391,4.33295,1.0835236,-0.81514746,30.219923,19.373184,1.0590965
3.5838768,1.4126658,28.578077,3.2958686,5.9600883,2.8804882,13.135526,5.6641636,0.41519913,3.6921108,0.3600278,-0.1724334,30.37088,18.447546,1.4150157
1.3633535,-1.6054918,-21.685232,-2.693827,5.568932,-1.1731422,-11.635345,-11.2230425,0.066129595,-5.1170235,-0.43010637,0.7545405,-19.936613,-25.534594,-2.6729598
-0.60655636,-0.6249676,-23.054647,1.2902707,0.8318621,0.13346641,-11.45747,-11.232758,1.5101154,-4.507784,-0.34480202,0.8873957,-18.602652,-29.92872,-2.8251984
0.673821,-1.96709,2.811436,-1.2110637,3.4969802,-3.1873283,-0.67550963,-4.385491,0.16783966,1.2690563,0.07466982,1.1420094,-12.841725,11.445499,0.5467099
3.8754704,2.5927198,16.587858,-0.26869497,3.211644,0.91196376,-0.5920791,4.934679,0.33319032,1.8582143,-0.85187715,-0.28563756,22.615856,15.822168,1.376793
0.85398024,-1.7653967,-27.33899,-2.237466,-1.3028626,-4.376792,-11.506807,-16.65443,0.092952944,-7.8889,0.9294987,0.73015183,-26.903622,3.1434002,-4.0885525
2.4577084,-3.0882993,-1.1525993,-0.2360528,3.480354,-3.0009243,-1.5124267,-3.9776733,0.47252655,0.9086467,-0.91793185,0.38262218,-19.964117,11.04451,1.4154607
2.7523873,5.4641676,10.381645,0.80650234,6.14846,0.9838433,10.305452,4.3676815,-0.07506783,3.0949492,0.83401203,0.14012125,19.3353,15.523455,2.0922825
3.299474,7.167422,29.686863,3.1395514,4.5512877,3.9776335,13.33086,6.1765437,-0.5068817,3.4608464,0.25141516,0.040045533,34.165127,19.43304,1.5566562
2.4832513,-2.442101,-4.262275,0.09863373,3.4672089,1.7806531,-1.4711776,-5.5520883,0.84054285,-3.3478796,-0.46086067,0.49959102,-19.52255,12.135735,0.7680486
-0.28585368,0.5677968,-3.092143,0.37390175,4.726944,2.4743645,0.26299196,-6.611931,0.18190071,1.1761862,0.1147585,1.1812497,-13.043825,12.020024,-0.43523228
3.751468,4.1437163,5.2730966,0.37603346,5.5820494,1.114595,1.525147,-0.34391844,-0.16025811,1.7068975,0.7008534,-0.69531,23.488058,14.083464,2.6084821
2.5098486,-2.074095,-0.3024472,0.40448236,3.6662903,0.0053012474,-1.6436838,-0.6173287,0.55308163,2.4553964,-0.29053983,0.8051625,-12.847232,11.551982,0.7730575
1.1933668,-1.3562078,-1.9512776,-0.63221955,-0.04643011,-5.0274267,-12.709616,-5.0968275,0.16398297,-7.5468802,0.734644,0.23579328,-33.74678,8.631162,-3.5954669
1.5395882,-3.4524262,-21.784004,0.50054586,1.9577183,-5.1743884,-10.766062,-12.312475,-0.07664858,-5.0606585,-0.5377833,-0.49825892,-15.107815,-25.741985,-2.0736945
4.0367846,3.8222122,15.738341,2.9887807,4.324405,-0.061029457,0.71882933,3.415674,1.3552896,0.23961373,0.5654906,0.83696455,16.712214,15.91724,1.5980976
